fips,name,population,area
05047,"Franklin County, Arkansas",17785,620.1291
05049,"Fulton County, Arkansas",12301,620.4945
05051,"Garland County, Arkansas",99043,734.5406
05053,"Grant County, Arkansas",18229,633.0031
05055,"Greene County, Arkansas",45197,579.3762
05057,"Hempstead County, Arkansas",21695,740.9982
05059,"Hot Spring County, Arkansas",33667,622.1739
05061,"Howard County, Arkansas",13267,595.5743
05063,"Independence County, Arkansas",37585,771.5306
05065,"Izard County, Arkansas",13596,583.8749
05067,"Jackson County, Arkansas",16908,641.4427
05069,"Jefferson County, Arkansas",68123,916.024
05071,"Johnson County, Arkansas",26475,683.9798
05073,"Lafayette County, Arkansas",6728,546.0859
05075,"Lawrence County, Arkansas",16511,592.314
05077,"Lee County, Arkansas",8963,622.1464
05079,"Lincoln County, Arkansas",13278,569.7679
05081,"Little River County, Arkansas",12345,563.3456
05083,"Logan County, Arkansas",21619,729.9542
05085,"Lonoke County, Arkansas",73163,803.3865
05087,"Madison County, Arkansas",16393,837.1063
05089,"Marion County, Arkansas",16586,640.2642
05091,"Miller County, Arkansas",43515,638.2678
05093,"Mississippi County, Arkansas",41396,929.979
05095,"Monroe County, Arkansas",6879,621.2556
05097,"Montgomery County, Arkansas",8964,800.9083
05099,"Nevada County, Arkansas",8249,620.6814
05101,"Newton County, Arkansas",7753,823.3638
05103,"Ouachita County, Arkansas",23597,739.7425
05105,"Perry County, Arkansas",10342,560.8091
05107,"Phillips County, Arkansas",18151,727.413
05109,"Pike County, Arkansas",10714,613.9589
05111,"Poinsett County, Arkansas",23747,763.6592
05113,"Polk County, Arkansas",19999,861.6726
05115,"Pope County, Arkansas",63926,830.9675
05117,"Prairie County, Arkansas",8138,675.5661
05119,"Pulaski County, Arkansas",393078,807.3389
05121,"Randolph County, Arkansas",17934,655.9169
05123,"St. Francis County, Arkansas",25477,642.5128
05125,"Saline County, Arkansas",120990,730.465
05127,"Scott County, Arkansas",10269,898.3996
05129,"Searcy County, Arkansas",7898,668.3287
05131,"Sebastian County, Arkansas",127670,544.2529
05133,"Sevier County, Arkansas",16947,581.3041
05135,"Sharp County, Arkansas",17217,606.6359
05137,"Stone County, Arkansas",12582,609.5853
05139,"Union County, Arkansas",39089,1055.323
05141,"Van Buren County, Arkansas",16578,723.9287
05143,"Washington County, Arkansas",236198,952.2606
05145,"White County, Arkansas",78725,1042.015
05147,"Woodruff County, Arkansas",6477,594.0958
05149,"Yell County, Arkansas",21425,948.1186
06001,"Alameda County, California",1661584,821.2085
06003,"Alpine County, California",1159,743.1887
06005,"Amador County, California",39023,605.9504
06007,"Butte County, California",223344,1677.131
06009,"Calaveras County, California",45828,1036.926
06011,"Colusa County, California",21491,1156.354
06013,"Contra Costa County, California",1147788,803.91
06015,"Del Norte County, California",27692,1229.682
06017,"El Dorado County, California",190345,1786.36
06019,"Fresno County, California",990204,6011.128
06021,"Glenn County, California",28060,1326.977
06023,"Humboldt County, California",136101,4052.255
06025,"Imperial County, California",180580,4480.643
06027,"Inyo County, California",17930,10227.1
06029,"Kern County, California",892458,8164.919
06031,"Kings County, California",151090,1392.194
06033,"Lake County, California",64276,1329.427
06035,"Lassen County, California",30600,4720.115
06037,"Los Angeles County, California",10040682,4749.44
06039,"Madera County, California",155925,2153.239
06041,"Marin County, California",259441,828.1766
06043,"Mariposa County, California",17319,1462.824
06045,"Mendocino County, California",87110,3878.154
06047,"Merced County, California",273661,1978.652
06049,"Modoc County, California",8853,4203.255
06051,"Mono County, California",14395,3131.798
06053,"Monterey County, California",432977,3771.221
06055,"Napa County, California",138572,788.5348
06057,"Nevada County, California",99417,973.7957
06059,"Orange County, California",3170345,949.7123
06061,"Placer County, California",391799,1502.236
06063,"Plumas County, California",18844,2613.444
06065,"Riverside County, California",2437864,7303.17
06067,"Sacramento County, California",1537948,994.3623
06069,"San Benito County, California",61547,1390.474
06071,"San Bernardino County, California",2162532,20105.23
06073,"San Diego County, California",3323970,4525.802
06075,"San Francisco County, California",874784,231.9138
06077,"San Joaquin County, California",751615,1426.744
06079,"San Luis Obispo County, California",282517,3615.766
06081,"San Mateo County, California",765623,740.9478
06083,"Santa Barbara County, California",444895,3787.691
06085,"Santa Clara County, California",1924379,1304.056
06087,"Santa Cruz County, California",273170,607.1603
06089,"Shasta County, California",179267,3847.396
06091,"Sierra County, California",2898,962.1642
06093,"Siskiyou County, California",43516,6347.938
06095,"Solano County, California",444538,906.2386
06097,"Sonoma County, California",496801,1767.941
06099,"Stanislaus County, California",546235,1513.914
06101,"Sutter County, California",96315,608.4148
06103,"Tehama County, California",64176,2962.175
06105,"Trinity County, California",12541,3207.611
06107,"Tulare County, California",463955,4838.286
06109,"Tuolumne County, California",54147,2274.451
06111,"Ventura County, California",845599,2206.562
06113,"Yolo County, California",218774,1023.566
06115,"Yuba County, California",77524,644.0076
08001,"Adams County, Colorado",509844,1183.609
08003,"Alamosa County, Colorado",16153,723.2904
08005,"Arapahoe County, Colorado",649980,805.5052
08007,"Archuleta County, Colorado",13588,1355.393
08009,"Baca County, Colorado",3570,2557.364
08011,"Bent County, Colorado",5677,1541.087
08013,"Boulder County, Colorado",324682,740.4709
08014,"Broomfield County, Colorado",69444,33.54813
08015,"Chaffee County, Colorado",19977,1014.953
08017,"Cheyenne County, Colorado",1999,1781.429
08019,"Clear Creek County, Colorado",9533,396.3373
08021,"Conejos County, Colorado",8130,1290.994
08023,"Costilla County, Colorado",3810,1231.002
08025,"Crowley County, Colorado",5733,800.3322
08027,"Custer County, Colorado",4941,739.9247
08029,"Delta County, Colorado",30758,1148.607
08031,"Denver County, Colorado",715878,154.7262
08033,"Dolores County, Colorado",1896,1068.219
08035,"Douglas County, Colorado",344280,842.8693
08037,"Eagle County, Colorado",54960,1691.794
08039,"Elbert County, Colorado",26230,1851.007
08041,"El Paso County, Colorado",710499,2129.146
08043,"Fremont County, Colorado",47725,1534.733
08045,"Garfield County, Colorado",59605,2955.807
08047,"Gilpin County, Colorado",6108,150.3863
08049,"Grand County, Colorado",15536,1869.57
08051,"Gunnison County, Colorado",17119,3259.631
08053,"Hinsdale County, Colorado",781,1123.148
08055,"Huerfano County, Colorado",6769,1593.269
08057,"Jackson County, Colorado",1316,1620.965
08059,"Jefferson County, Colorado",578795,774.0603
08061,"Kiowa County, Colorado",1463,1785.968
08063,"Kit Carson County, Colorado",7246,2161.691
08065,"Lake County, Colorado",7845,383.912
08067,"La Plata County, Colorado",56138,1699.582
08069,"Larimer County, Colorado",350523,2633.989
08071,"Las Animas County, Colorado",14323,4775.614
08073,"Lincoln County, Colorado",5608,2586.475
08075,"Logan County, Colorado",22282,1844.917
08077,"Mesa County, Colorado",152962,3341.073
08079,"Mineral County, Colorado",853,877.7768
08081,"Moffat County, Colorado",13150,4750.89
08083,"Montezuma County, Colorado",26266,2039.854
08085,"Montrose County, Colorado",42280,2242.847
08087,"Morgan County, Colorado",28617,1293.869
08089,"Otero County, Colorado",18284,1269.703
08091,"Ouray County, Colorado",4890,542.2106
08093,"Park County, Colorado",18345,2210.313
08095,"Phillips County, Colorado",4343,688.0444
08097,"Pitkin County, Colorado",17980,973.2004
08099,"Prowers County, Colorado",12035,1644.322
08101,"Pueblo County, Colorado",167412,2397.766
08103,"Rio Blanco County, Colorado",6369,3222.85
08105,"Rio Grande County, Colorado",11300,912.3364
08107,"Routt County, Colorado",25317,2368.132
08109,"Saguache County, Colorado",6730,3170.286
08111,"San Juan County, Colorado",646,388.3016
08113,"San Miguel County, Colorado",8110,1288.736
08115,"Sedgwick County, Colorado",2306,549.404
08117,"Summit County, Colorado",30735,619.2593
08119,"Teller County, Colorado",24981,558.9901
08121,"Washington County, Colorado",4869,2523.955
08123,"Weld County, Colorado",315389,4016.745
08125,"Yuma County, Colorado",10013,2368.698
09001,"Fairfield County, Connecticut",944306,837.0483
09003,"Hartford County, Connecticut",892153,750.6165
09005,"Litchfield County, Connecticut",181143,944.5887
09007,"Middlesex County, Connecticut",162742,439.0649
09009,"New Haven County, Connecticut",855733,862.0687
09011,"New London County, Connecticut",266868,771.9628
09013,"Tolland County, Connecticut",150947,417.1283
09015,"Windham County, Connecticut",116657,521.2211
10001,"Kent County, Delaware",179124,798.3311
10003,"New Castle County, Delaware",558306,494.0269
10005,"Sussex County, Delaware",230249,1196.422
11001,"District of Columbia, District of Columbia",701974,68.35008
12001,"Alachua County, Florida",268105,968.8087
12003,"Baker County, Florida",28679,588.97
12005,"Bay County, Florida",180076,1466.721
12007,"Bradford County, Florida",27723,300.4907
12009,"Brevard County, Florida",594001,1557.036
12011,"Broward County, Florida",1942273,1308.326
12013,"Calhoun County, Florida",14324,574.3135
12015,"Charlotte County, Florida",185926,947.2358
12017,"Citrus County, Florida",147938,960.7415
12019,"Clay County, Florida",215294,643.5438
12021,"Collier County, Florida",379345,2605.142
12023,"Columbia County, Florida",70898,801.3181
12027,"DeSoto County, Florida",37371,639.1054
12029,"Dixie County, Florida",16740,1043.394
12031,"Duval County, Florida",948651,918.4634
12033,"Escambia County, Florida",316691,1125.71
12035,"Flagler County, Florida",112854,570.8284
12037,"Franklin County, Florida",11914,1421.605
12039,"Gadsden County, Florida",45787,528.5278
12041,"Gilchrist County, Florida",18245,355.2401
12043,"Glades County, Florida",13777,987.2452
12045,"Gulf County, Florida",15073,794.5495
12047,"Hamilton County, Florida",14397,519.0562
12049,"Hardee County, Florida",27027,638.1379
12051,"Hendry County, Florida",41472,1189.378
12053,"Hernando County, Florida",190700,715.4102
12055,"Highlands County, Florida",104574,1106.721
12057,"Hillsborough County, Florida",1451358,1331.94
12059,"Holmes County, Florida",19530,489.0472
12061,"Indian River County, Florida",156964,616.9074
12063,"Jackson County, Florida",47409,954.5638
12065,"Jefferson County, Florida",14278,672.6219
12067,"Lafayette County, Florida",8576,547.9077
12069,"Lake County, Florida",356115,1156.762
12071,"Lee County, Florida",756570,1514.828
12073,"Leon County, Florida",291863,701.7927
12075,"Levy County, Florida",40979,1590.955
12077,"Liberty County, Florida",8333,843.1242
12079,"Madison County, Florida",18557,715.6927
12081,"Manatee County, Florida",393847,964.031
12083,"Marion County, Florida",360210,1662.662
12085,"Martin County, Florida",160420,753.1243
12086,"Miami-Dade County, Florida",2705528,2389.321
12087,"Monroe County, Florida",75137,5289.565
12089,"Nassau County, Florida",85762,725.9206
12091,"Okaloosa County, Florida",207430,1246.689
12093,"Okeechobee County, Florida",41611,891.9156
12095,"Orange County, Florida",1373784,1003.435
12097,"Osceola County, Florida",363666,1505.978
12099,"Palm Beach County, Florida",1482057,2383.201
12101,"Pasco County, Florida",539885,1014.758
12103,"Pinellas County, Florida",970985,862.5421
12105,"Polk County, Florida",705735,2010.412
12107,"Putnam County, Florida",73784,826.921
12109,"St. Johns County, Florida",255410,821.5347
12111,"St. Lucie County, Florida",320914,687.8411
12113,"Santa Rosa County, Florida",179587,1222.168
12115,"Sarasota County, Florida",427766,975.5518
12117,"Seminole County, Florida",466695,345.3391
12119,"Sumter County, Florida",129938,579.8255
12121,"Suwannee County, Florida",44290,692.2563
12123,"Taylor County, Florida",21709,1511.899
12125,"Union County, Florida",15282,249.7517
12127,"Volusia County, Florida",546107,1432.438
12129,"Wakulla County, Florida",32855,916.8872
12131,"Walton County, Florida",71049,1409.449
12133,"Washington County, Florida",25094,615.9542
13001,"Appling County, Georgia",18428,512.2616
13003,"Atkinson County, Georgia",8311,344.5338
13005,"Bacon County, Georgia",11140,285.8224
13007,"Baker County, Georgia",3090,349.1383
13009,"Baldwin County, Georgia",45072,268.2758
13011,"Banks County, Georgia",18900,234.4064
13013,"Barrow County, Georgia",81294,162.9322
13015,"Bartow County, Georgia",106456,469.4767
13017,"Ben Hill County, Georgia",16889,253.9072
13019,"Berrien County, Georgia",19206,457.8827
13021,"Bibb County, Georgia",153026,254.9059
13023,"Bleckley County, Georgia",12870,219.1313
13025,"Brantley County, Georgia",18924,447.2082
13027,"Brooks County, Georgia",15548,497.8004
13029,"Bryan County, Georgia",38321,454.456
13031,"Bulloch County, Georgia",77719,688.6376
13033,"Burke County, Georgia",22567,834.9825
13035,"Butts County, Georgia",24463,188.0412
13037,"Calhoun County, Georgia",6301,283.5778
13039,"Camden County, Georgia",53960,781.9076
13043,"Candler County, Georgia",10834,248.8579
13045,"Carroll County, Georgia",118692,503.7773
13047,"Catoosa County, Georgia",67181,162.4602
13049,"Charlton County, Georgia",13032,782.3893
13051,"Chatham County, Georgia",289649,629.9742
13053,"Chattahoochee County, Georgia",10470,251.1606
13055,"Chattooga County, Georgia",24826,313.5471
13057,"Cherokee County, Georgia",253780,434.3746
13059,"Clarke County, Georgia",126952,121.0327
13061,"Clay County, Georgia",2931,217.2369
13063,"Clayton County, Georgia",287560,144.3411
13065,"Clinch County, Georgia",6648,823.9932
13067,"Cobb County, Georgia",756653,344.5475
13069,"Coffee County, Georgia",43070,602.6499
13071,"Colquitt County, Georgia",45510,556.6391
13073,"Columbia County, Georgia",154257,307.702
13075,"Cook County, Georgia",17217,233.203
13077,"Coweta County, Georgia",145839,445.9656
13079,"Crawford County, Georgia",12267,326.4536
13081,"Crisp County, Georgia",22509,280.9457
13083,"Dade County, Georgia",16183,174.1603
13085,"Dawson County, Georgia",25277,214.4083
13087,"Decatur County, Georgia",26595,623.168
13089,"DeKalb County, Georgia",755287,271.1606
13091,"Dodge County, Georgia",20725,503.117
13093,"Dooly County, Georgia",13571,397.3187
13095,"Dougherty County, Georgia",88696,334.5715
13097,"Douglas County, Georgia",145063,201.0737
13099,"Early County, Georgia",10218,516.3458
13101,"Echols County, Georgia",3944,420.7197
13103,"Effingham County, Georgia",62241,482.9034
13105,"Elbert County, Georgia",19164,374.2162
13107,"Emanuel County, Georgia",22525,690.1841
13109,"Evans County, Georgia",10671,186.8696
13111,"Fannin County, Georgia",25797,392.3073
13113,"Fayette County, Georgia",113544,199.5074
13115,"Floyd County, Georgia",97805,518.4652
13117,"Forsyth County, Georgia",236605,247.1848
13119,"Franklin County, Georgia",23015,266.2661
13121,"Fulton County, Georgia",1051550,534.288
13123,"Gilmer County, Georgia",30986,430.9557
13125,"Glascock County, Georgia",2984,144.4532
13127,"Glynn County, Georgia",85008,585.3148
13129,"Gordon County, Georgia",57756,358.6549
13131,"Grady County, Georgia",24693,460.2639
13133,"Greene County, Georgia",17808,406.2111
13135,"Gwinnett County, Georgia",926414,436.7841
13137,"Habersham County, Georgia",45204,279.0568
13139,"Hall County, Georgia",201434,429.2772
13141,"Hancock County, Georgia",8500,477.8158
13143,"Haralson County, Georgia",29608,283.1755
13145,"Harris County, Georgia",34676,472.9565
13147,"Hart County, Georgia",25981,256.9479
13149,"Heard County, Georgia",11785,301.0945
13151,"Henry County, Georgia",229994,326.5351
13153,"Houston County, Georgia",155317,379.903
13155,"Irwin County, Georgia",9379,362.7628
13157,"Jackson County, Georgia",70467,343.0787
13159,"Jasper County, Georgia",14074,373.4644
13161,"Jeff Davis County, Georgia",15063,335.398
13163,"Jefferson County, Georgia",15489,529.6669
13165,"Jenkins County, Georgia",8787,352.4734
13167,"Johnson County, Georgia",9717,306.5929
13169,"Jones County, Georgia",28622,395.4167
13171,"Lamar County, Georgia",18834,185.8344
13173,"Lanier County, Georgia",10534,199.7884
13175,"Laurens County, Georgia",47404,818.4704
13177,"Lee County, Georgia",29735,361.7939
13179,"Liberty County, Georgia",62039,602.5275
13181,"Lincoln County, Georgia",7929,257.2978
13183,"Long County, Georgia",19236,403.8121
13185,"Lowndes County, Georgia",116436,510.5754
13187,"Lumpkin County, Georgia",33009,284.2083
13189,"McDuffie County, Georgia",21404,266.2962
13191,"McIntosh County, Georgia",14217,573.8894
13193,"Macon County, Georgia",13107,406.0065
13195,"Madison County, Georgia",29624,285.5854
13197,"Marion County, Georgia",8450,367.1831
13199,"Meriwether County, Georgia",21080,505.0891
13201,"Miller County, Georgia",5725,283.6627
13205,"Mitchell County, Georgia",22072,513.8237
13207,"Monroe County, Georgia",27455,398.2707
13209,"Montgomery County, Georgia",9069,244.694
13211,"Morgan County, Georgia",18832,354.6207
13213,"Murray County, Georgia",39789,346.7023
13215,"Muscogee County, Georgia",195418,221.0109
13217,"Newton County, Georgia",109835,279.1992
13219,"Oconee County, Georgia",39194,186.3746
13221,"Oglethorpe County, Georgia",15040,442.0381
13223,"Paulding County, Georgia",164440,314.3629
13225,"Peach County, Georgia",27502,151.3186
13227,"Pickens County, Georgia",32002,232.7122
13229,"Pierce County, Georgia",19336,343.2298
13231,"Pike County, Georgia",18565,219.4051
13233,"Polk County, Georgia",42251,312.1406
13235,"Pulaski County, Georgia",11185,251.2099
13237,"Putnam County, Georgia",21906,360.6865
13239,"Quitman County, Georgia",2290,160.565
13241,"Rabun County, Georgia",16859,377.028
13243,"Randolph County, Georgia",6888,430.8732
13245,"Richmond County, Georgia",202178,328.5853
13247,"Rockdale County, Georgia",90155,132.0963
13249,"Schley County, Georgia",5215,167.8235
13251,"Screven County, Georgia",13977,655.8688
13253,"Seminole County, Georgia",8218,256.556
13255,"Spalding County, Georgia",66043,199.5906
13257,"Stephens County, Georgia",25934,183.8964
13259,"Stewart County, Georgia",6446,463.6128
13261,"Sumter County, Georgia",29714,492.6115
13263,"Talbot County, Georgia",6245,394.7623
13265,"Taliaferro County, Georgia",1596,195.3472
13267,"Tattnall County, Georgia",25392,488.3485
13269,"Taylor County, Georgia",8126,379.6985
13271,"Telfair County, Georgia",15871,444.0088
13273,"Terrell County, Georgia",8654,337.7032
13275,"Thomas County, Georgia",44545,552.2181
13277,"Tift County, Georgia",40590,268.7891
13279,"Toombs County, Georgia",26947,370.9921
13281,"Towns County, Georgia",11815,171.7893
13283,"Treutlen County, Georgia",6787,202.4469
13285,"Troup County, Georgia",70095,445.9619
13287,"Turner County, Georgia",7920,289.9804
13289,"Twiggs County, Georgia",8195,362.6342
13291,"Union County, Georgia",23999,329.0672
13293,"Upson County, Georgia",26329,327.5537
13295,"Walker County, Georgia",69398,447.036
13297,"Walton County, Georgia",93284,329.9999
13299,"Ware County, Georgia",35745,907.9872
13301,"Warren County, Georgia",5259,286.6878
13303,"Washington County, Georgia",20316,684.3557
13305,"Wayne County, Georgia",29959,648.673
13307,"Webster County, Georgia",2587,210.5604
13309,"Wheeler County, Georgia",7897,300.2683
13311,"White County, Georgia",29962,242.2567
13313,"Whitfield County, Georgia",104122,291.0545
13315,"Wilcox County, Georgia",8701,382.1149
13317,"Wilkes County, Georgia",9797,474.0942
13319,"Wilkinson County, Georgia",8945,451.9498
13321,"Worth County, Georgia",20346,574.7553
15001,"Hawaii County, Hawaii",201350,5086.166
15003,"Honolulu County, Hawaii",979682,2166.222
15005,"Kalawao County, Hawaii",436,52.8273
15007,"Kauai County, Hawaii",71949,1266.313
15009,"Maui County, Hawaii",166657,2398.329
16001,"Ada County, Idaho",469473,1060.57
16003,"Adams County, Idaho",4200,1369.508
16005,"Bannock County, Idaho",86742,1148.041
16007,"Bear Lake County, Idaho",6054,1049.614
16009,"Benewah County, Idaho",9231,784.1913
16011,"Bingham County, Idaho",46246,2120.232
16013,"Blaine County, Idaho",22729,2654.98
16015,"Boise County, Idaho",7625,1906.932
16017,"Bonner County, Idaho",44688,1918.133
16019,"Bonneville County, Idaho",116970,1900.29
16021,"Boundary County, Idaho",12156,1278.053
16023,"Butte County, Idaho",2603,2238.518
16025,"Camas County, Idaho",1069,1078.693
16027,"Canyon County, Idaho",223890,603.6975
16029,"Caribou County, Idaho",7028,1798.641
16031,"Cassia County, Idaho",23847,2580.729
16033,"Clark County, Idaho",885,1764.101
16035,"Clearwater County, Idaho",8735,2488.044
16037,"Custer County, Idaho",4193,4938.597
16039,"Elmore County, Idaho",27043,3101.461
16041,"Franklin County, Idaho",13736,667.7114
16043,"Fremont County, Idaho",13111,1896.176
16045,"Gem County, Idaho",17771,564.5927
16047,"Gooding County, Idaho",15280,734.1367
16049,"Idaho County, Idaho",16511,8503.573
16051,"Jefferson County, Idaho",29238,1105.714
16053,"Jerome County, Idaho",24074,602.5273
16055,"Kootenai County, Idaho",161676,1308.995
16057,"Latah County, Idaho",40052,1076.782
16059,"Lemhi County, Idaho",7929,4569.141
16061,"Lewis County, Idaho",3850,479.7251
16063,"Lincoln County, Idaho",5342,1205.838
16065,"Madison County, Idaho",39725,473.3216
16067,"Minidoka County, Idaho",20817,762.3738
16069,"Nez Perce County, Idaho",40468,856.5262
16071,"Oneida County, Idaho",4429,1200.494
16073,"Owyhee County, Idaho",11724,7696.826
16075,"Payette County, Idaho",23705,410.319
16077,"Power County, Idaho",7635,1442.129
16079,"Shoshone County, Idaho",12700,2642.816
16081,"Teton County, Idaho",11776,450.1984
16083,"Twin Falls County, Idaho",86198,1928.687
16085,"Valley County, Idaho",11085,3733.501
16087,"Washington County, Idaho",10128,1473.404
17001,"Adams County, Illinois",65670,871.2707
17003,"Alexander County, Illinois",6011,252.6293
17005,"Bond County, Illinois",16520,382.831
17007,"Boone County, Illinois",53293,282.0381
17009,"Brown County, Illinois",6599,307.3269
17011,"Bureau County, Illinois",32878,873.5209
17013,"Calhoun County, Illinois",4782,283.5791
17015,"Carroll County, Illinois",14398,466.9826
17017,"Cass County, Illinois",12324,383.696
17019,"Champaign County, Illinois",210006,998.4636
17021,"Christian County, Illinois",32705,715.7551
