fips,name,population,area
0102790126,"Ashland CCD, Clay County, Alabama",5798,217.9894
0102791899,"Lineville CCD, Clay County, Alabama",5209,198.8228
0102792142,"Millerville-Hollins CCD, Clay County, Alabama",2278,189.1894
0102991251,"Fruithurst CCD, Cleburne County, Alabama",2952,189.9388
0102991593,"Heflin CCD, Cleburne County, Alabama",7437,256.5148
0102992682,"Ranburne CCD, Cleburne County, Alabama",4563,114.56
0103190954,"Elba CCD, Coffee County, Alabama",6521,158.8495
0103190999,"Enterprise CCD, Coffee County, Alabama",37913,214.3911
0103191341,"Goodman CCD, Coffee County, Alabama",2213,82.7704
0103191719,"Jack CCD, Coffee County, Alabama",2216,94.31368
0103191800,"Kinston CCD, Coffee County, Alabama",1630,49.6694
0103193303,"Victoria CCD, Coffee County, Alabama",1745,80.50055
0103390567,"Cherokee CCD, Colbert County, Alabama",3751,258.3995
0103391863,"Leighton CCD, Colbert County, Alabama",8323,137.4809
0103391926,"Littleville CCD, Colbert County, Alabama",8081,154.5496
0103393186,"Tri-Cities CCD, Colbert County, Alabama",34802,73.08743
0103590504,"Castleberry CCD, Conecuh County, Alabama",3208,186.5929
0103591044,"Evergreen CCD, Conecuh County, Alabama",4991,209.9707
0103592016,"Lyeffion CCD, Conecuh County, Alabama",1905,218.0446
0103592718,"Repton CCD, Conecuh County, Alabama",1673,151.4686
0103592916,"Shreve CCD, Conecuh County, Alabama",442,86.68386
0103791350,"Goodwater-Kellyton CCD, Coosa County, Alabama",3421,97.68091
0103792763,"Rockford CCD, Coosa County, Alabama",3795,256.6029
0103793429,"Weogufka-Marble Valley CCD, Coosa County, Alabama",3480,312.066
0103990090,"Andalusia CCD, Covington County, Alabama",17837,363.6394
0103991062,"Falco CCD, Covington County, Alabama",1983,207.4216
0103991134,"Florala CCD, Covington County, Alabama",3582,157.148
0103992448,"Opp CCD, Covington County, Alabama",9272,172.4652
0103992781,"Rose Hill-Gantt CCD, Covington County, Alabama",4422,143.0992
0104190360,"Brantley CCD, Crenshaw County, Alabama",3165,186.0528
0104192007,"Luverne CCD, Crenshaw County, Alabama",6820,244.6065
0104192529,"Petrey-Highland Home CCD, Crenshaw County, Alabama",3841,180.2861
0104390180,"Baileyton-Joppa CCD, Cullman County, Alabama",6440,57.27584
0104390369,"Bremen CCD, Cullman County, Alabama",7991,154.2596
0104390774,"Crane Hill CCD, Cullman County, Alabama",2323,51.95636
0104390810,"Cullman CCD, Cullman County, Alabama",27121,80.93695
0104391521,"Hanceville CCD, Cullman County, Alabama",8065,73.43922
0104391647,"Holly Pond CCD, Cullman County, Alabama",4832,54.58312
0104391773,"Jones Chapel CCD, Cullman County, Alabama",4490,84.1095
0104391962,"Logan CCD, Cullman County, Alabama",3766,51.60756
0104392934,"Simcoe CCD, Cullman County, Alabama",7182,60.0463
0104393330,"Vinemont CCD, Cullman County, Alabama",8571,64.91455
0104393420,"Welti CCD, Cullman County, Alabama",2564,21.89223
0104590828,"Daleville CCD, Dale County, Alabama",11710,60.84229
0104590936,"Echo CCD, Dale County, Alabama",1960,95.55974
0104591215,"Fort Rucker CCD, Dale County, Alabama",5715,67.67737
0104592376,"Newton-Midland City CCD, Dale County, Alabama",9456,100.3344
0104592466,"Ozark CCD, Dale County, Alabama",20452,238.2635
0104790486,"Carlowville CCD, Dallas County, Alabama",770,197.5416
0104792457,"Orrville CCD, Dallas County, Alabama",2567,211.5466
0104792808,"Safford CCD, Dallas County, Alabama",272,154.4735
0104792844,"Sardis CCD, Dallas County, Alabama",1528,80.50858
0104792880,"Selma CCD, Dallas County, Alabama",27913,267.2408
0104792883,"Selmont-Tyler CCD, Dallas County, Alabama",5134,82.53298
0104990693,"Collinsville CCD, DeKalb County, Alabama",4770,80.27203
0104990792,"Crossville CCD, DeKalb County, Alabama",7774,58.53577
0104991206,"Fort Payne CCD, DeKalb County, Alabama",19675,161.8478
0104991269,"Fyffe CCD, DeKalb County, Alabama",6667,82.73137
0104991323,"Geraldine CCD, DeKalb County, Alabama",5642,82.80882
0104991611,"Henagar CCD, DeKalb County, Alabama",3525,44.2757
0104991692,"Ider CCD, DeKalb County, Alabama",5815,78.33492
0104992655,"Rainsville-Sylvania CCD, DeKalb County, Alabama",13307,94.94321
0104993276,"Valley Head-Mentone CCD, DeKalb County, Alabama",4255,94.91322
0105190855,"Deatsville CCD, Elmore County, Alabama",9591,68.30597
0105190945,"Eclectic CCD, Elmore County, Alabama",6766,128.3056
0105190972,"Elmore CCD, Elmore County, Alabama",27576,70.3682
0105193087,"Tallassee CCD, Elmore County, Alabama",7829,124.9818
0105193141,"Titus CCD, Elmore County, Alabama",4458,112.0887
0105193456,"Wetumpka CCD, Elmore County, Alabama",25306,152.9901
0105390153,"Atmore CCD, Escambia County, Alabama",11299,114.5403
0105390378,"Brewton CCD, Escambia County, Alabama",9795,165.3602
0105390927,"East Escambia CCD, Escambia County, Alabama",5710,368.2199
0105391125,"Flomaton CCD, Escambia County, Alabama",3779,128.7632
0105392034,"McCullough-Huxford CCD, Escambia County, Alabama",6192,176.256
0105590081,"Altoona CCD, Etowah County, Alabama",5198,79.5821
0105591278,"Gadsden CCD, Etowah County, Alabama",71097,196.1274
0105591638,"Hokes Bluff CCD, Etowah County, Alabama",9107,80.96983
0105591980,"Lookout Mountain CCD, Etowah County, Alabama",2622,50.57531
0105592268,"Mountainboro CCD, Etowah County, Alabama",9565,69.5558
0105593213,"Turkeytown CCD, Etowah County, Alabama",3309,34.8759
0105593465,"Wills Valley CCD, Etowah County, Alabama",1823,36.94162
0105790279,"Berry CCD, Fayette County, Alabama",3559,165.3479
0105791089,"Fayette CCD, Fayette County, Alabama",8435,201.3319
0105792380,"Northeast Fayette CCD, Fayette County, Alabama",1421,120.2596
0105793495,"Winfield-Glen Allen CCD, Fayette County, Alabama",2991,142.4164
0105992547,"Phil Campbell CCD, Franklin County, Alabama",6455,136.5818
0105992691,"Red Bay CCD, Franklin County, Alabama",5376,132.7551
0105992799,"Russellville CCD, Franklin County, Alabama",18183,270.271
0105993312,"Vina CCD, Franklin County, Alabama",1573,106.9146
0106190252,"Bellwood-Coffee Springs CCD, Geneva County, Alabama",2260,84.82928
0106191305,"Geneva CCD, Geneva County, Alabama",5806,56.79886
0106191530,"Hartford CCD, Geneva County, Alabama",5573,132.5586
0106192835,"Samson CCD, Geneva County, Alabama",4306,168.7439
0106192952,"Slocomb CCD, Geneva County, Alabama",8438,136.0203
0106390342,"Boligee CCD, Greene County, Alabama",524,72.49871
0106391026,"Eutaw CCD, Greene County, Alabama",3543,197.9056
0106391179,"Forkland-Tishabee CCD, Greene County, Alabama",1950,154.7717
0106392088,"Mantua-West Greene CCD, Greene County, Alabama",2204,234.7491
0106591413,"Greensboro CCD, Hale County, Alabama",3990,19.2893
0106591414,"Greensboro Northeast CCD, Hale County, Alabama",940,111.8575
0106591415,"Greensboro South CCD, Hale County, Alabama",863,71.43242
0106592259,"Moundville CCD, Hale County, Alabama",3576,134.0379
0106592345,"Newbern CCD, Hale County, Alabama",1666,115.174
0106592853,"Sawyerville CCD, Hale County, Alabama",2281,105.9866
0106593015,"Stewart-Akron CCD, Hale County, Alabama",1438,98.72359
0106790009,"Abbeville CCD, Henry County, Alabama",4400,173.0328
0106791485,"Haleburg CCD, Henry County, Alabama",1657,120.7522
0106791584,"Headland-Newville CCD, Henry County, Alabama",8129,137.9185
0106792907,"Shorterville CCD, Henry County, Alabama",2937,136.6055
0106990702,"Columbia CCD, Houston County, Alabama",1266,43.69584
0106990747,"Cottonwood CCD, Houston County, Alabama",5463,79.19144
0106990900,"Dothan CCD, Houston County, Alabama",88730,266.063
0106991368,"Gordon CCD, Houston County, Alabama",1870,118.5028
0106992070,"Madrid CCD, Houston County, Alabama",7990,74.22437
0107190387,"Bridgeport CCD, Jackson County, Alabama",3342,36.98602
0107191971,"Long Island CCD, Jackson County, Alabama",6053,139.8561
0107192475,"Paint Rock CCD, Jackson County, Alabama",3548,100.2265
0107192610,"Pisgah CCD, Jackson County, Alabama",4156,79.20731
0107192637,"Princeton CCD, Jackson County, Alabama",2058,213.8181
0107192862,"Scottsboro CCD, Jackson County, Alabama",20060,213.3981
0107192871,"Section CCD, Jackson County, Alabama",6801,121.6676
0107193006,"Stevenson CCD, Jackson County, Alabama",5747,221.6329
0107390324,"Birmingham CCD, Jefferson County, Alabama",447247,319.4254
0107390405,"Brookside CCD, Jefferson County, Alabama",3605,41.01907
0107390621,"Clay CCD, Jefferson County, Alabama",13472,37.85538
0107390722,"Concord-Rock Creek CCD, Jefferson County, Alabama",7413,32.75271
0107391296,"Gardendale CCD, Jefferson County, Alabama",22464,77.18782
0107391404,"Graysville-Adamsville CCD, Jefferson County, Alabama",11431,45.74025
0107391431,"Greenwood CCD, Jefferson County, Alabama",22930,49.81622
0107391656,"Hoover CCD, Jefferson County, Alabama",50632,44.96547
0107391791,"Kimberly-Morris CCD, Jefferson County, Alabama",10487,44.06222
0107391845,"Leeds CCD, Jefferson County, Alabama",16231,42.81745
0107392124,"Maytown-Sylvan Springs CCD, Jefferson County, Alabama",4529,65.71309
0107392385,"North Johns CCD, Jefferson County, Alabama",5225,140.7069
0107392484,"Palmerdale CCD, Jefferson County, Alabama",5704,20.95173
0107392745,"Robbins Crossroads CCD, Jefferson County, Alabama",5696,35.89016
0107393204,"Trussville CCD, Jefferson County, Alabama",21108,34.46654
0107393366,"Warrior CCD, Jefferson County, Alabama",6913,43.80806
0107393447,"West Jefferson CCD, Jefferson County, Alabama",3528,46.97113
0107592151,"Millport CCD, Lamar County, Alabama",4190,197.0598
0107593033,"Sulligent CCD, Lamar County, Alabama",4511,217.7045
0107593294,"Vernon CCD, Lamar County, Alabama",5153,190.7
0107790657,"Cloverdale CCD, Lauderdale County, Alabama",6478,83.94291
0107791143,"Florence CCD, Lauderdale County, Alabama",51421,101.9401
0107791782,"Killen CCD, Lauderdale County, Alabama",15547,110.4419
0107791872,"Lexington CCD, Lauderdale County, Alabama",4442,55.95121
0107792412,"Oakland CCD, Lauderdale County, Alabama",4017,106.7701
0107792772,"Rogersville CCD, Lauderdale County, Alabama",8758,123.0783
0107793384,"Waterloo CCD, Lauderdale County, Alabama",2207,137.4754
0107991548,"Hatton CCD, Lawrence County, Alabama",4527,88.30009
0107991629,"Hillsboro CCD, Lawrence County, Alabama",1578,73.52813
0107992241,"Morris Chapel CCD, Lawrence County, Alabama",10910,76.34812
0107992250,"Moulton CCD, Lawrence County, Alabama",8139,129.3648
0107992286,"Mount Hope CCD, Lawrence County, Alabama",1658,140.2823
0107992979,"Speake-Oakville CCD, Lawrence County, Alabama",2124,77.98234
0107993159,"Town Creek-Courtland CCD, Lawrence County, Alabama",4033,131.397
0108190162,"Auburn-Opelika CCD, Lee County, Alabama",94272,141.798
0108190243,"Beauregard-Marvyn CCD, Lee County, Alabama",12666,128.0812
0108190288,"Beulah CCD, Lee County, Alabama",8953,72.09619
0108191944,"Loachapoka-Roxana CCD, Lee County, Alabama",9701,134.9198
0108192962,"Smiths Station CCD, Lee County, Alabama",37869,138.9546
0108390144,"Athens CCD, Limestone County, Alabama",78005,408.9166
0108392232,"Mooresville CCD, Limestone County, Alabama",14855,101.9131
0108392817,"Salem CCD, Limestone County, Alabama",4061,96.35753
0108590270,"Benton-Collirene CCD, Lowndes County, Alabama",1785,114.04
0108591197,"Fort Deposit CCD, Lowndes County, Alabama",2820,184.1699
0108591566,"Hayneville CCD, Lowndes County, Alabama",3272,157.2225
0108591998,"Lowndesboro CCD, Lowndes County, Alabama",569,111.5203
0108592245,"Mosses CCD, Lowndes County, Alabama",1490,158.1176
0108791188,"Fort Davis CCD, Macon County, Alabama",456,77.88811
0108791917,"Little Texas-Society Hill CCD, Macon County, Alabama",1320,94.28961
0108792403,"Notasulga CCD, Macon County, Alabama",2629,98.13028
0108792898,"Shorter-Hardaway CCD, Macon County, Alabama",2420,106.1319
0108793230,"Tuskegee CCD, Macon County, Alabama",10821,108.4911
0108793376,"Warriorstand-Creek Stand CCD, Macon County, Alabama",791,128.2769
0108991467,"Gurley CCD, Madison County, Alabama",19762,65.78329
0108991575,"Hazel Green CCD, Madison County, Alabama",12641,61.57415
0108991674,"Huntsville CCD, Madison County, Alabama",232614,238.3873
0108992052,"Madison CCD, Madison County, Alabama",44591,22.41974
0108992061,"Madison Crossroads CCD, Madison County, Alabama",12138,64.85308
0108992349,"New Hope CCD, Madison County, Alabama",14753,112.8807
0108992358,"New Market CCD, Madison County, Alabama",15733,151.8827
0108992695,"Redstone Arsenal CCD, Madison County, Alabama",1308,63.648
0108993176,"Triana CCD, Madison County, Alabama",14146,31.28622
0109190873,"Demopolis CCD, Marengo County, Alabama",9174,174.7057
0109190882,"Dixons Mill CCD, Marengo County, Alabama",2487,110.5762
0109191080,"Faunsdale CCD, Marengo County, Alabama",479,89.089
0109191890,"Linden CCD, Marengo County, Alabama",3999,265.6816
0109193051,"Sweet Water CCD, Marengo County, Alabama",2075,190.1723
0109193123,"Thomaston CCD, Marengo County, Alabama",924,152.4465
0109390225,"Bear Creek CCD, Marion County, Alabama",4557,104.7338
0109390297,"Bexar CCD, Marion County, Alabama",1411,105.4266
0109390396,"Brilliant CCD, Marion County, Alabama",2128,113.7628
0109391449,"Guin CCD, Marion County, Alabama",3549,57.58035
0109391476,"Hackleburg CCD, Marion County, Alabama",2760,87.32034
0109391512,"Hamilton CCD, Marion County, Alabama",10211,214.9771
0109393492,"Winfield CCD, Marion County, Alabama",5202,59.77037
0109590054,"Albertville-Boaz CCD, Marshall County, Alabama",38891,95.34085
0109590108,"Arab CCD, Marshall County, Alabama",15850,61.86361
0109590918,"Douglas CCD, Marshall County, Alabama",6701,59.67604
0109591395,"Grant CCD, Marshall County, Alabama",10907,153.7896
0109591458,"Guntersville CCD, Marshall County, Alabama",14050,84.467
0109593150,"Town Creek CCD, Marshall County, Alabama",3196,81.71143
0109593240,"Union Grove CCD, Marshall County, Alabama",6542,86.33089
0109790216,"Bayou La Batre CCD, Mobile County, Alabama",9888,358.9333
0109790594,"Citronelle CCD, Mobile County, Alabama",9513,240.0798
0109791386,"Grand Bay CCD, Mobile County, Alabama",33942,185.6719
0109792187,"Mobile CCD, Mobile County, Alabama",232241,401.4053
0109792304,"Mount Vernon CCD, Mobile County, Alabama",5103,114.0293
0109792889,"Semmes CCD, Mobile County, Alabama",26469,129.9292
0109793105,"Tanner Williams CCD, Mobile County, Alabama",74255,110.1351
0109793114,"Theodore CCD, Mobile County, Alabama",22566,103.8682
0109990234,"Beatrice CCD, Monroe County, Alabama",1235,202.7117
0109991233,"Frisco City CCD, Monroe County, Alabama",5920,142.7079
0109992196,"Monroeville CCD, Monroe County, Alabama",9066,158.7907
0109992520,"Peterman CCD, Monroe County, Alabama",1564,127.8204
0109993267,"Uriah CCD, Monroe County, Alabama",1868,167.0745
0109993339,"Vredenburgh CCD, Monroe County, Alabama",1353,235.293
0110191665,"Hope Hull CCD, Montgomery County, Alabama",7602,153.3855
0110192214,"Montgomery CCD, Montgomery County, Alabama",179392,184.8339
0110192295,"Mount Meigs CCD, Montgomery County, Alabama",12961,46.58799
0110192565,"Pike Road CCD, Montgomery County, Alabama",23002,186.8397
0110192592,"Pine Level CCD, Montgomery County, Alabama",1464,125.181
0110192673,"Ramer CCD, Montgomery County, Alabama",2030,103.084
0110390837,"Danville CCD, Morgan County, Alabama",6784,81.37794
0110390864,"Decatur CCD, Morgan County, Alabama",59797,87.76817
0110391035,"Eva CCD, Morgan County, Alabama",6282,95.89016
0110391071,"Falkville CCD, Morgan County, Alabama",6147,82.34778
0110391539,"Hartselle CCD, Morgan County, Alabama",21916,58.29187
0110391809,"Laceys Spring CCD, Morgan County, Alabama",8774,98.22652
0110392970,"Somerville CCD, Morgan County, Alabama",9652,95.14825
0110591503,"Hamburg CCD, Perry County, Alabama",339,85.5901
0110591602,"Heiberger CCD, Perry County, Alabama",481,123.8946
0110592115,"Marion CCD, Perry County, Alabama",5152,117.034
0110592997,"Sprott CCD, Perry County, Alabama",679,264.6233
0110593258,"Uniontown CCD, Perry County, Alabama",2453,132.7373
0110790072,"Aliceville CCD, Pickens County, Alabama",5486,369.2964
0110790495,"Carrollton CCD, Pickens County, Alabama",4998,151.256
0110791008,"Ethelsville CCD, Pickens County, Alabama",2091,135.7488
0110791359,"Gordo CCD, Pickens County, Alabama",4099,110.8222
0110792700,"Reform CCD, Pickens County, Alabama",3375,123.0183
0110990198,"Banks-Josie CCD, Pike County, Alabama",2032,136.0844
0110990432,"Brundidge CCD, Pike County, Alabama",4086,105.5455
0110991377,"Goshen-Shady Grove CCD, Pike County, Alabama",2594,132.4763
0110991620,"Henderson-Spring Hill CCD, Pike County, Alabama",3233,114.576
0110992340,"Needmore CCD, Pike County, Alabama",1700,102.5619
0110993195,"Troy CCD, Pike County, Alabama",19629,81.72617
0111191161,"Folsom CCD, Randolph County, Alabama",3163,138.5879
0111192736,"Roanoke CCD, Randolph County, Alabama",9186,118.4899
0111193348,"Wadley CCD, Randolph County, Alabama",2157,92.59267
0111193411,"Wedowee CCD, Randolph County, Alabama",4550,134.2332
0111193501,"Woodland CCD, Randolph County, Alabama",3676,100.2308
0111390738,"Cottonton-Seale CCD, Russell County, Alabama",3562,260.9
0111390783,"Crawford CCD, Russell County, Alabama",3408,84.51712
0111391683,"Hurtsboro CCD, Russell County, Alabama",1998,173.0851
0111392538,"Phenix City CCD, Russell County, Alabama",48970,128.6887
0111590135,"Ashville CCD, St. Clair County, Alabama",8096,150.0365
0111592223,"Moody CCD, St. Clair County, Alabama",27076,107.2741
0111592511,"Pell City CCD, St. Clair County, Alabama",25550,125.3379
0111592646,"Ragland CCD, St. Clair County, Alabama",4802,134.5578
0111592988,"Springville CCD, St. Clair County, Alabama",23405,136.1525
0111790036,"Alabaster-Helena CCD, Shelby County, Alabama",131997,209.798
0111790450,"Calera CCD, Shelby County, Alabama",9741,59.24439
0111790558,"Chelsea CCD, Shelby County, Alabama",42242,162.5038
0111790711,"Columbiana CCD, Shelby County, Alabama",12829,148.164
0111792205,"Montevallo CCD, Shelby County, Alabama",10425,85.75208
0111793321,"Vincent CCD, Shelby County, Alabama",4878,93.27793
0111793474,"Wilsonville CCD, Shelby County, Alabama",4238,50.74918
0111990261,"Belmont CCD, Sumter County, Alabama",565,113.3215
0111990801,"Cuba CCD, Sumter County, Alabama",946,85.1381
0111991287,"Gainesville CCD, Sumter County, Alabama",1001,85.24753
0111991935,"Livingston CCD, Sumter County, Alabama",5563,254.6053
0111992493,"Panola-Geiger CCD, Sumter County, Alabama",584,125.9191
0111993510,"York CCD, Sumter County, Alabama",3936,249.1062
0112190576,"Childersburg CCD, Talladega County, Alabama",7967,46.56072
0112191879,"Lincoln CCD, Talladega County, Alabama",8810,82.52016
0112192322,"Munford CCD, Talladega County, Alabama",9604,83.83153
0112192709,"Renfroe-Laniers CCD, Talladega County, Alabama",3035,70.97623
0112193060,"Sycamore-Winterboro CCD, Talladega County, Alabama",4300,117.0804
0112193069,"Sylacauga CCD, Talladega County, Alabama",21582,147.8584
0112193078,"Talladega CCD, Talladega County, Alabama",24946,211.4931
0112390063,"Alexander City CCD, Tallapoosa County, Alabama",18864,174.5677
0112390468,"Camp Hill CCD, Tallapoosa County, Alabama",2018,57.37806
0112390819,"Dadeville CCD, Tallapoosa County, Alabama",11362,272.3888
0112392367,"New Site CCD, Tallapoosa County, Alabama",2169,148.0383
0112393096,"Tallassee CCD, Tallapoosa County, Alabama",6037,113.8813
0112590018,"Abernant CCD, Tuscaloosa County, Alabama",9817,51.91121
0112590306,"Big Sandy-Duncanville CCD, Tuscaloosa County, Alabama",10716,140.1517
0112590423,"Brookwood CCD, Tuscaloosa County, Alabama",4356,162.5105
0112590666,"Coaling-Vance CCD, Tuscaloosa County, Alabama",7743,96.32207
0112590684,"Coker CCD, Tuscaloosa County, Alabama",3194,66.02798
0112590981,"Elrod-Moores Bridge-Echola CCD, Tuscaloosa County, Alabama",857,91.83058
0112591224,"Fosters CCD, Tuscaloosa County, Alabama",2928,106.9296
0112592389,"Northport CCD, Tuscaloosa County, Alabama",32606,82.77851
0112592826,"Samantha CCD, Tuscaloosa County, Alabama",5013,149.4675
0112593222,"Tuscaloosa CCD, Tuscaloosa County, Alabama",128640,138.5133
0112593483,"Windham Springs CCD, Tuscaloosa County, Alabama",2984,264.7924
0112790477,"Carbon Hill CCD, Walker County, Alabama",3111,54.10555
0112790729,"Cordova CCD, Walker County, Alabama",3046,45.38017
0112790891,"Dora CCD, Walker County, Alabama",7603,55.42363
0112790990,"Empire CCD, Walker County, Alabama",2127,37.00956
0112791755,"Jasper CCD, Walker County, Alabama",21597,91.74658
0112792079,"Manchester CCD, Walker County, Alabama",5438,55.26265
0112792331,"Nauvoo CCD, Walker County, Alabama",3558,59.54507
0112792421,"Oakman CCD, Walker County, Alabama",3613,176.6233
0112792502,"Parrish CCD, Walker County, Alabama",3723,48.35578
0112792642,"Quinton-Wegra CCD, Walker County, Alabama",1836,32.83033
0112792943,"Sipsey CCD, Walker County, Alabama",5125,74.13028
0112793168,"Townley CCD, Walker County, Alabama",3025,74.78033
0112990549,"Chatom CCD, Washington County, Alabama",3726,250.9949
0112991242,"Fruitdale CCD, Washington County, Alabama",2036,288.8205
0112992043,"McIntosh CCD, Washington County, Alabama",4337,156.3512
0112992160,"Millry CCD, Washington County, Alabama",2680,154.1084
0112993357,"Wagarville CCD, Washington County, Alabama",3557,238.291
0113190045,"Alberta CCD, Wilcox County, Alabama",1609,163.0836
0113190459,"Camden CCD, Wilcox County, Alabama",4657,180.4198
0113190756,"Coy-Fatama CCD, Wilcox County, Alabama",668,164.1282
0113192574,"Pine Apple CCD, Wilcox County, Alabama",786,212.8504
0113192583,"Pine Hill CCD, Wilcox County, Alabama",2832,186.9094
0113390027,"Addison CCD, Winston County, Alabama",7997,243.4347
0113390909,"Double Springs CCD, Winston County, Alabama",5554,187.4894
0113391494,"Haleyville CCD, Winston County, Alabama",7802,100.1421
0113392025,"Lynn CCD, Winston County, Alabama",2359,100.8021
0201301598,"Aleutians East census subarea, Aleutians East Borough, Alaska",3389,1658.296
0201601615,"Aleutians West census subarea, Aleutians West Census Area, Alaska",5708,1658.296
0202003050,"Anchorage census subarea, Anchorage Municipality, Alaska",292090,1069.034
0205003580,"Aniak census subarea, Bethel Census Area, Alaska",1404,1069.568
0205045510,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",16859,1658.296
0206009050,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",739,848.6879
0206314420,"Chugach census subarea, Chugach Census Area, Alaska",6495,1658.296
0206617350,"Copper River census subarea, Copper River Census Area, Alaska",2894,1299.2
0206818765,"Denali census subarea, Denali Borough, Alaska",2502,854.6716
0207019000,"Dillingham census subarea, Dillingham Census Area, Alaska",4934,1658.296
0209024450,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",98455,929.2811
0210031160,"Haines census subarea, Haines Borough, Alaska",2547,1231.163
0210533390,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",2074,1658.296
0210540560,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",61,1.891502
