fips,name,population,area
03412,"Ashland, WI Urban Cluster (2010)",7024,
03439,"Ashland City, TN Urban Cluster (2010)",3739,
03466,"Ashtabula, OH Urban Cluster (2010)",27235,
03493,"Ashville, OH Urban Cluster (2010)",6737,
03520,"Aspen, CO Urban Cluster (2010)",8209,
03547,"Astoria, OR Urban Cluster (2010)",14089,
03601,"Atchison, KS--MO Urban Cluster (2010)",10648,
03655,"Athens, AL Urban Cluster (2010)",28652,
03682,"Athens, OH Urban Cluster (2010)",28253,
03709,"Athens, TN Urban Cluster (2010)",15935,
03736,"Athens, TX Urban Cluster (2010)",12387,
03763,"Athens-Clarke County, GA Urbanized Area (2010)",137999,
03790,"Athol, MA Urban Cluster (2010)",12368,
03817,"Atlanta, GA Urbanized Area (2010)",5087744,
03844,"Atlanta, TX Urban Cluster (2010)",5670,
03871,"Atlantic, IA Urban Cluster (2010)",5868,
03898,"Atlantic City, NJ Urbanized Area (2010)",238769,
03925,"Atmore, AL Urban Cluster (2010)",6448,
03957,"Atoka, TN Urban Cluster (2010)",20372,
03979,"Attica, IN Urban Cluster (2010)",5036,
04006,"Attica, NY Urban Cluster (2010)",5631,
04021,"Aubrey, TX Urban Cluster (2010)",4674,
04033,"Auburn, AL Urbanized Area (2010)",79927,
04054,"Auburn, IL Urban Cluster (2010)",3770,
04060,"Auburn, IN Urban Cluster (2010)",22432,
04087,"Auburn, NE Urban Cluster (2010)",3353,
04114,"Auburn, NY Urban Cluster (2010)",30569,
04130,"Auburn--North Auburn, CA Urban Cluster (2010)",35569,
04168,"Augusta, KS Urban Cluster (2010)",9278,
04195,"Augusta, ME Urban Cluster (2010)",22302,
04222,"Augusta-Richmond County, GA--SC Urbanized Area (2010)",405172,
04249,"Aumsville, OR Urban Cluster (2010)",4308,
04276,"Aurora, MO Urban Cluster (2010)",8543,
04303,"Aurora, NE Urban Cluster (2010)",4361,
04330,"Au Sable, MI Urban Cluster (2010)",5682,
04357,"Austin, MN Urban Cluster (2010)",25274,
04384,"Austin, TX Urbanized Area (2010)",1654166,
04411,"Ava, MO Urban Cluster (2010)",3009,
04438,"Avalon, CA Urban Cluster (2010)",3696,
04465,"Avenal, CA Urban Cluster (2010)",13033,
04519,"Avon, NY Urban Cluster (2010)",4337,
04549,"Avondale--Goodyear, AZ Urbanized Area (2010)",236322,
04573,"Avra Valley, AZ Urban Cluster (2010)",4453,
04587,"Aztec, NM Urban Cluster (2010)",8453,
04600,"Bad Axe, MI Urban Cluster (2010)",3229,
04627,"Bainbridge, GA Urban Cluster (2010)",11775,
04654,"Baker City, OR Urban Cluster (2010)",9655,
04681,"Bakersfield, CA Urbanized Area (2010)",557862,
04708,"Bald Knob, AR Urban Cluster (2010)",2382,
04762,"Baldwin, WI Urban Cluster (2010)",6180,
04789,"Baldwin City, KS Urban Cluster (2010)",4614,
04816,"Ballinger, TX Urban Cluster (2010)",3615,
04843,"Baltimore, MD Urbanized Area (2010)",2276328,
04870,"Baltimore, OH Urban Cluster (2010)",3462,
04897,"Bamberg, SC Urban Cluster (2010)",3284,
04924,"Bandon, OR Urban Cluster (2010)",3055,
04951,"Bangor, ME Urbanized Area (2010)",58677,
05005,"Baraboo, WI Urban Cluster (2010)",13183,
05032,"Barbourville, KY Urban Cluster (2010)",5343,
05059,"Bardstown, KY Urban Cluster (2010)",20349,
05086,"Bar Harbor, ME Urban Cluster (2010)",2112,
05113,"Barnesville, GA Urban Cluster (2010)",7606,
05140,"Barnesville, OH Urban Cluster (2010)",3574,
05167,"Barnstable Town, MA Urbanized Area (2010)",248652,
05194,"Barnwell, SC Urban Cluster (2010)",3553,
05221,"Barre--Montpelier, VT Urban Cluster (2010)",21235,
05248,"Barron, WI Urban Cluster (2010)",3286,
05275,"Barrow, AK Urban Cluster (2010)",3735,
05302,"Barstow, CA Urban Cluster (2010)",30364,
05329,"Bartlesville, OK Urban Cluster (2010)",39258,
05356,"Bartlett, TX Urban Cluster (2010)",1229,
05410,"Basalt--El Jebel, CO Urban Cluster (2010)",9504,
05423,"Basehor, KS Urban Cluster (2010)",4909,
05437,"Bastrop, LA Urban Cluster (2010)",12166,
05464,"Bastrop, TX Urban Cluster (2010)",16501,
05491,"Batavia, NY Urban Cluster (2010)",15939,
05518,"Batesburg-Leesville, SC Urban Cluster (2010)",4976,
05545,"Batesville, AR Urban Cluster (2010)",12101,
05572,"Batesville, IN Urban Cluster (2010)",8181,
05599,"Batesville, MS Urban Cluster (2010)",7561,
05653,"Bath, NY Urban Cluster (2010)",6873,
05680,"Baton Rouge, LA Urbanized Area (2010)",609800,
05707,"Battle Creek, MI Urbanized Area (2010)",77771,
05734,"Battlement Mesa, CO Urban Cluster (2010)",6215,
05761,"Battle Mountain, NV Urban Cluster (2010)",3368,
05788,"Baxley, GA Urban Cluster (2010)",5238,
05815,"Baxter Springs, KS Urban Cluster (2010)",4780,
05842,"Bayard, NM Urban Cluster (2010)",4054,
05869,"Bay City, MI Urbanized Area (2010)",67481,
05896,"Bay City, TX Urban Cluster (2010)",17760,
05904,"Bayfield, CO Urban Cluster (2010)",2666,
05923,"Bay Minette, AL Urban Cluster (2010)",8615,
05958,"Bealeton, VA Urban Cluster (2010)",6054,
05977,"Beardstown, IL Urban Cluster (2010)",5852,
06004,"Beatrice, NE Urban Cluster (2010)",11751,
06031,"Beaufort--Port Royal, SC Urban Cluster (2010)",57374,
06058,"Beaumont, TX Urbanized Area (2010)",148978,
06076,"Beaver, UT Urban Cluster (2010)",2845,
06085,"Beaver Dam, KY Urban Cluster (2010)",6277,
06112,"Beaver Dam, WI Urban Cluster (2010)",18013,
06128,"Becker, MN Urban Cluster (2010)",3915,
06139,"Beckley, WV Urbanized Area (2010)",57981,
06166,"Bedford, IN Urban Cluster (2010)",14910,
06186,"Bedford, NY Urban Cluster (2010)",2658,
06193,"Bedford, PA Urban Cluster (2010)",4463,
06220,"Bedford, VA Urban Cluster (2010)",7132,
06247,"Beebe, AR Urban Cluster (2010)",7178,
06261,"Beecher, IL Urban Cluster (2010)",4229,
06274,"Beeville, TX Urban Cluster (2010)",18107,
06301,"Belding, MI Urban Cluster (2010)",5739,
06335,"Belfair, WA Urban Cluster (2010)",4366,
06355,"Belfast, ME Urban Cluster (2010)",3693,
06382,"Belgrade, MT Urban Cluster (2010)",15462,
06436,"Bellefontaine, OH Urban Cluster (2010)",13120,
06463,"Bellefonte, PA Urban Cluster (2010)",12897,
06490,"Belle Fourche, SD Urban Cluster (2010)",5079,
06517,"Belle Glade, FL Urban Cluster (2010)",28091,
06571,"Belle Plaine, MN Urban Cluster (2010)",6224,
06598,"Bellevue, IA Urban Cluster (2010)",2357,
06625,"Bellevue, OH Urban Cluster (2010)",8120,
06652,"Bellingham, WA Urbanized Area (2010)",127120,
06679,"Bellows Falls, VT--NH Urban Cluster (2010)",4868,
06692,"Bells, TN Urban Cluster (2010)",4736,
06706,"Bellville, TX Urban Cluster (2010)",4410,
06733,"Beloit, KS Urban Cluster (2010)",2767,
06760,"Beloit, WI--IL Urbanized Area (2010)",62958,
06770,"Belterra, TX Urban Cluster (2010)",6774,
06779,"Belton, SC Urban Cluster (2010)",5386,
06787,"Belvidere, NJ--PA Urban Cluster (2010)",4274,
06814,"Belzoni, MS Urban Cluster (2010)",4451,
06841,"Bemidji, MN Urban Cluster (2010)",15337,
06868,"Bend, OR Urbanized Area (2010)",104603,
06895,"Bennettsville, SC Urban Cluster (2010)",11187,
06922,"Bennington, VT Urban Cluster (2010)",12383,
06949,"Benson, AZ Urban Cluster (2010)",3420,
06976,"Benson, MN Urban Cluster (2010)",3047,
07003,"Benson, NC Urban Cluster (2010)",3204,
07030,"Benton, IL Urban Cluster (2010)",7232,
07057,"Benton, KY Urban Cluster (2010)",4510,
07084,"Benton, LA Urban Cluster (2010)",5492,
07111,"Benton City, WA Urban Cluster (2010)",4215,
07138,"Benton Harbor--St. Joseph--Fair Plain, MI Urbanized Area (2010)",60843,
07165,"Berea, KY Urban Cluster (2010)",17792,
07192,"Berlin, NH Urban Cluster (2010)",10362,
07219,"Berlin, WI Urban Cluster (2010)",4580,
07246,"Berne, IN Urban Cluster (2010)",5472,
07273,"Berrien Springs, MI Urban Cluster (2010)",6896,
07300,"Berryville, AR Urban Cluster (2010)",4852,
07327,"Berryville, VA Urban Cluster (2010)",4161,
07354,"Bethany, MO Urban Cluster (2010)",2641,
07381,"Bethel, AK Urban Cluster (2010)",4641,
07408,"Bethel, OH Urban Cluster (2010)",3173,
07462,"Beulah, ND Urban Cluster (2010)",2984,
07489,"Bicknell, IN Urban Cluster (2010)",3045,
07508,"Big Bear City, CA Urban Cluster (2010)",16322,
07543,"Big Lake, TX Urban Cluster (2010)",3108,
07597,"Big Pine Key, FL Urban Cluster (2010)",8879,
07624,"Big Rapids, MI Urban Cluster (2010)",14243,
07651,"Big Spring, TX Urban Cluster (2010)",28739,
07678,"Big Stone Gap, VA Urban Cluster (2010)",7389,
07705,"Billings, MT Urbanized Area (2010)",117172,
07732,"Binghamton, NY--PA Urbanized Area (2010)",149806,
07759,"Birch Bay, WA Urban Cluster (2010)",15046,
07786,"Birmingham, AL Urbanized Area (2010)",752898,
07813,"Bisbee, AZ Urban Cluster (2010)",5189,
07824,"Biscoe, NC Urban Cluster (2010)",3822,
07840,"Bishop, CA Urban Cluster (2010)",9770,
07867,"Bishop, TX Urban Cluster (2010)",3282,
07894,"Bishopville, SC Urban Cluster (2010)",4710,
07921,"Bismarck, ND Urbanized Area (2010)",89391,
07948,"Blackfoot, ID Urban Cluster (2010)",16010,
07975,"Black River Falls, WI Urban Cluster (2010)",5444,
08002,"Blacksburg, VA Urbanized Area (2010)",92807,
08029,"Blackshear, GA Urban Cluster (2010)",3682,
08056,"Blackstone, VA Urban Cluster (2010)",3147,
08083,"Blackwell, OK Urban Cluster (2010)",6081,
08137,"Blair, NE Urban Cluster (2010)",7693,
08164,"Blairsville, PA Urban Cluster (2010)",6827,
08191,"Blakely, GA Urban Cluster (2010)",3319,
08209,"Blanchard, OK Urban Cluster (2010)",4171,
08218,"Blanchester, OH Urban Cluster (2010)",4307,
08245,"Blanding, UT Urban Cluster (2010)",3646,
08272,"Blissfield, MI Urban Cluster (2010)",3397,
08299,"Bloomer, WI Urban Cluster (2010)",3209,
08326,"Bloomfield, IN Urban Cluster (2010)",2466,
08353,"Bloomfield, NM Urban Cluster (2010)",9284,
08380,"Bloomington, IN Urbanized Area (2010)",116597,
08407,"Bloomington--Normal, IL Urbanized Area (2010)",133625,
08434,"Bloomsburg--Berwick, PA Urbanized Area (2010)",52469,
08461,"Blountstown, FL Urban Cluster (2010)",5311,
08488,"Blue Earth, MN Urban Cluster (2010)",3071,
08515,"Bluefield, WV--VA Urban Cluster (2010)",43612,
08542,"Bluffton, IN Urban Cluster (2010)",10344,
08569,"Bluffton, OH Urban Cluster (2010)",4084,
08623,"Blythe, CA--AZ Urban Cluster (2010)",12451,
08650,"Blytheville, AR Urban Cluster (2010)",15848,
08677,"Boardman, OR Urban Cluster (2010)",3747,
08704,"Boerne, TX Urban Cluster (2010)",13998,
08731,"Bogalusa, LA Urban Cluster (2010)",11070,
08749,"Boiling Spring Lakes, NC Urban Cluster (2010)",5068,
08758,"Boiling Springs, NC Urban Cluster (2010)",4564,
08785,"Boise City, ID Urbanized Area (2010)",403137,
08812,"Bolivar, MO Urban Cluster (2010)",10053,
08839,"Bolivar, OH Urban Cluster (2010)",3576,
08866,"Bolivar, TN Urban Cluster (2010)",4961,
08893,"Bonadelle Ranchos-Madera Ranchos, CA Urban Cluster (2010)",8315,
08920,"Bonham, TX Urban Cluster (2010)",9013,
08947,"Bonifay, FL Urban Cluster (2010)",4223,
08974,"Bonita Springs, FL Urbanized Area (2010)",353958,
08992,"Bonneauville, PA Urban Cluster (2010)",5013,
09001,"Bonners Ferry, ID Urban Cluster (2010)",2730,
09028,"Boone, IA Urban Cluster (2010)",12525,
09055,"Boone, NC Urban Cluster (2010)",24141,
09082,"Booneville, AR Urban Cluster (2010)",3416,
09109,"Booneville, MS Urban Cluster (2010)",5428,
09163,"Boonville, IN Urban Cluster (2010)",5679,
09190,"Boonville, MO Urban Cluster (2010)",9083,
09217,"Borger, TX Urban Cluster (2010)",12662,
09244,"Boscobel, WI Urban Cluster (2010)",3103,
09271,"Boston, MA--NH--RI Urbanized Area (2010)",4454243,
09298,"Boulder, CO Urbanized Area (2010)",125881,
09325,"Boulder City, NV Urban Cluster (2010)",14776,
09352,"Bowie, TX Urban Cluster (2010)",4856,
09379,"Bowling Green, KY Urbanized Area (2010)",92115,
09406,"Bowling Green, MO Urban Cluster (2010)",5241,
09433,"Bowling Green, OH Urban Cluster (2010)",31643,
09460,"Box Elder, SD Urban Cluster (2010)",8862,
09487,"Boyne City, MI Urban Cluster (2010)",3485,
09514,"Bozeman, MT Urban Cluster (2010)",51280,
09532,"Brackettville, TX Urban Cluster (2010)",2855,
09541,"Bradford, PA--NY Urban Cluster (2010)",11517,
09568,"Brady, TX Urban Cluster (2010)",5256,
09600,"Braidwood--Coal City--Wilmington, IL Urban Cluster (2010)",22070,
09622,"Brainerd, MN Urban Cluster (2010)",19647,
09649,"Brandon, SD Urban Cluster (2010)",8556,
09676,"Branson, MO Urban Cluster (2010)",24336,
09703,"Brattleboro, VT--NH Urban Cluster (2010)",9335,
09730,"Brawley, CA Urban Cluster (2010)",25881,
09784,"Brazoria, TX Urban Cluster (2010)",3270,
09801,"Breaux Bridge, LA Urban Cluster (2010)",17339,
09811,"Breckenridge, CO Urban Cluster (2010)",8842,
09838,"Breckenridge, TX Urban Cluster (2010)",5546,
09865,"Breese, IL Urban Cluster (2010)",5437,
09892,"Bremen, GA Urban Cluster (2010)",6096,
09919,"Bremen, IN Urban Cluster (2010)",4517,
09946,"Bremerton, WA Urbanized Area (2010)",214318,
09973,"Brenham, TX Urban Cluster (2010)",16969,
10000,"Brent, AL Urban Cluster (2010)",4709,
10027,"Brevard, NC Urban Cluster (2010)",13384,
10081,"Brewton, AL Urban Cluster (2010)",6997,
10135,"Bridgeport, TX Urban Cluster (2010)",6185,
10162,"Bridgeport--Stamford, CT--NY Urbanized Area (2010)",944138,
10189,"Bridgeton, NJ Urban Cluster (2010)",32982,
10198,"Bridgeville, DE Urban Cluster (2010)",5212,
10297,"Brillion, WI Urban Cluster (2010)",2953,
10324,"Brinkley, AR Urban Cluster (2010)",1971,
10351,"Bristol--Bristol, TN--VA Urbanized Area (2010)",67647,
10378,"Bristow, OK Urban Cluster (2010)",4108,
10405,"Broadway, VA Urban Cluster (2010)",6419,
10418,"Brockport, NY Urban Cluster (2010)",19239,
10426,"Brockway, PA Urban Cluster (2010)",2526,
10459,"Brodhead, WI Urban Cluster (2010)",3341,
10513,"Broken Bow, NE Urban Cluster (2010)",3441,
10540,"Broken Bow, OK Urban Cluster (2010)",4374,
10567,"Brookfield, MO Urban Cluster (2010)",3826,
10594,"Brookhaven, MS Urban Cluster (2010)",10334,
10621,"Brookings, OR Urban Cluster (2010)",10856,
10648,"Brookings, SD Urban Cluster (2010)",24474,
10675,"Brooklyn, MI Urban Cluster (2010)",2743,
10702,"Brookshire, TX Urban Cluster (2010)",5244,
10810,"Brookville, PA Urban Cluster (2010)",4466,
10837,"Brownfield, TX Urban Cluster (2010)",9223,
10864,"Browning, MT Urban Cluster (2010)",4558,
10891,"Browns Mills--Fort Dix, NJ Urban Cluster (2010)",39040,
10918,"Brownstown, IN Urban Cluster (2010)",3139,
10945,"Brownsville, TN Urban Cluster (2010)",8604,
10972,"Brownsville, TX Urbanized Area (2010)",224797,
10999,"Brownwood, TX Urban Cluster (2010)",21895,
11026,"Brunswick, GA Urbanized Area (2010)",53464,
11040,"Brunswick, ME Urban Cluster (2010)",29445,
11053,"Brunswick, MD--VA Urban Cluster (2010)",9998,
11080,"Brush, CO Urban Cluster (2010)",5794,
11107,"Bryan, OH Urban Cluster (2010)",9637,
11134,"Buckeye, AZ Urban Cluster (2010)",22000,
11161,"Buckhannon, WV Urban Cluster (2010)",8850,
11175,"Buckhead (Bryan County), GA Urban Cluster (2010)",5387,
11188,"Buckner, MO Urban Cluster (2010)",3089,
11215,"Bucyrus, OH Urban Cluster (2010)",12070,
11242,"Buena Vista, CO Urban Cluster (2010)",4716,
11269,"Buena Vista, VA Urban Cluster (2010)",6443,
11296,"Buffalo, MN Urban Cluster (2010)",16769,
11323,"Buffalo, MO Urban Cluster (2010)",3032,
11350,"Buffalo, NY Urbanized Area (2010)",929508,
11377,"Buffalo, WY Urban Cluster (2010)",4234,
11404,"Buhl, ID Urban Cluster (2010)",4324,
11415,"Buies Creek, NC Urban Cluster (2010)",5554,
11431,"Bullhead City, AZ--NV Urban Cluster (2010)",51544,
11512,"Bunkie, LA Urban Cluster (2010)",3580,
11539,"Buras, LA Urban Cluster (2010)",4286,
11566,"Burgaw, NC Urban Cluster (2010)",3644,
11575,"Burgettstown, PA Urban Cluster (2010)",3155,
11593,"Burkburnett, TX Urban Cluster (2010)",9685,
11620,"Burley, ID Urban Cluster (2010)",16131,
11647,"Burlington, CO Urban Cluster (2010)",3237,
11674,"Burlington, IA--IL Urban Cluster (2010)",28279,
11701,"Burlington, KS Urban Cluster (2010)",2368,
11728,"Burlington, NC Urbanized Area (2010)",134827,
11755,"Burlington, VT Urbanized Area (2010)",112679,
11782,"Burlington, WI Urban Cluster (2010)",24366,
11809,"Burnet, TX Urban Cluster (2010)",5392,
11836,"Burney, CA Urban Cluster (2010)",4032,
11863,"Burns, OR Urban Cluster (2010)",4439,
11872,"Burnt Store Marina, FL Urban Cluster (2010)",4005,
11890,"Bushnell, FL Urban Cluster (2010)",3977,
11917,"Bushnell, IL Urban Cluster (2010)",2753,
11944,"Butler, IN Urban Cluster (2010)",2684,
11971,"Butler, MO Urban Cluster (2010)",3929,
11998,"Butler, PA Urban Cluster (2010)",38640,
12025,"Butner, NC Urban Cluster (2010)",13248,
12052,"Butte-Silver Bow, MT Urban Cluster (2010)",30744,
12079,"Byron, IL Urban Cluster (2010)",7212,
12106,"Byron, MN Urban Cluster (2010)",5221,
12120,"Cache, OK Urban Cluster (2010)",2601,
12133,"Cactus, TX Urban Cluster (2010)",3447,
12160,"Cadillac, MI Urban Cluster (2010)",12291,
12187,"Cadiz, KY Urban Cluster (2010)",3016,
12214,"Cadiz, OH Urban Cluster (2010)",1942,
12241,"Cairo, GA Urban Cluster (2010)",8743,
12268,"Cairo, IL Urban Cluster (2010)",1884,
12295,"Calais, ME Urban Cluster (2010)",2069,
12322,"Caldwell, OH Urban Cluster (2010)",5121,
12349,"Caldwell, TX Urban Cluster (2010)",4204,
12376,"Caledonia, MN Urban Cluster (2010)",2667,
12457,"Calhoun, GA Urban Cluster (2010)",31656,
12511,"California, MO Urban Cluster (2010)",4232,
12565,"California City, CA Urban Cluster (2010)",11090,
12592,"Calipatria, CA Urban Cluster (2010)",3063,
12646,"Calistoga, CA Urban Cluster (2010)",5346,
12700,"Camano, WA Urban Cluster (2010)",6323,
12713,"Camano North, WA Urban Cluster (2010)",2229,
12754,"Camarillo, CA Urbanized Area (2010)",75279,
12781,"Cambria, CA Urban Cluster (2010)",5199,
12808,"Cambridge, MD Urban Cluster (2010)",14371,
12835,"Cambridge, MN Urban Cluster (2010)",15373,
12862,"Cambridge, OH Urban Cluster (2010)",14187,
12872,"Cambridge, WI Urban Cluster (2010)",2532,
12889,"Cambridge City, IN Urban Cluster (2010)",3381,
12890,"Cambridge Springs, PA Urban Cluster (2010)",2667,
12916,"Camden, AR Urban Cluster (2010)",9799,
12943,"Camden, ME Urban Cluster (2010)",4000,
12970,"Camden, SC Urban Cluster (2010)",13558,
12997,"Camden, TN Urban Cluster (2010)",3547,
13024,"Camdenton, MO Urban Cluster (2010)",3527,
13051,"Cameron, MO Urban Cluster (2010)",8842,
13078,"Cameron, TX Urban Cluster (2010)",5342,
13132,"Camilla, GA Urban Cluster (2010)",6533,
13159,"Campbellsville, KY Urban Cluster (2010)",12209,
13170,"Camp Verde, AZ Urban Cluster (2010)",5167,
13177,"Canadian, TX Urban Cluster (2010)",2786,
13221,"Canby, OR Urban Cluster (2010)",18081,
13240,"Cannon Falls, MN Urban Cluster (2010)",4037,
13267,"Cañon City, CO Urban Cluster (2010)",28637,
13294,"Canton, IL Urban Cluster (2010)",13476,
13321,"Canton, MS Urban Cluster (2010)",14263,
13348,"Canton, NY Urban Cluster (2010)",6457,
13375,"Canton, OH Urbanized Area (2010)",275813,
13402,"Canton, SD Urban Cluster (2010)",3084,
13429,"Canton, TX Urban Cluster (2010)",3643,
13456,"Canyon, TX Urban Cluster (2010)",15073,
13483,"Canyon Lake, TX Urban Cluster (2010)",5792,
13510,"Cape Coral, FL Urbanized Area (2010)",642192,
13537,"Cape Girardeau, MO--IL Urbanized Area (2010)",54958,
